frame.number,frame.time_relative,frame.time_delta,frame.len,ip.proto,ip.version,ip.src,eth.src,ip.dst,eth.dst,mbtcp.modbus.unit_id,tcp.srcport,tcp.dstport,mbtcp.prot_id,mbtcp.trans_id,mbtcp.len,mbtcp.modbus.func_code,mbtcp.modbus.reference_num,mbtcp.modbus.word_cnt,mbtcp.modbus.data
161,2.104551000,0.000345000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,61,6,4,0,1,
162,2.114256000,0.009705000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,61,5,4,,,00:70
163,2.114622000,0.000366000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,62,6,4,1,1,
164,2.124202000,0.009580000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,62,5,4,,,00:54
165,2.124559000,0.000357000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,63,6,4,1,1,
166,2.134194000,0.009635000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,63,5,4,,,00:54
167,2.134544000,0.000350000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,64,6,4,1,1,
168,2.144509000,0.009965000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,64,5,4,,,00:54
169,2.144840000,0.000331000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,65,6,4,1,1,
170,2.154122000,0.009282000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,65,5,4,,,00:54
171,2.154493000,0.000371000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,66,6,4,1,1,
172,2.165801000,0.011308000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,66,5,4,,,00:54
173,2.166152000,0.000351000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,67,6,4,1,1,
174,2.174781000,0.008629000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,67,5,4,,,00:54
175,2.333037000,0.158256000,60,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,,1202,502,,,,,,,
176,2.502887000,0.169850000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,68,6,4,2,1,
177,2.514161000,0.011274000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,68,5,4,,,13:ab
178,2.514628000,0.000467000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,69,6,4,0,1,
179,2.525752000,0.011124000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,69,5,4,,,00:70
180,2.525991000,0.000239000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,70,6,4,0,1,
181,2.535733000,0.009742000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,70,5,4,,,00:70
182,2.536029000,0.000296000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,71,6,4,0,1,
183,2.546013000,0.009984000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,71,5,4,,,00:70
184,2.546324000,0.000311000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,72,6,4,0,1,
185,2.555673000,0.009349000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,72,5,4,,,00:70
186,2.555967000,0.000294000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,73,6,4,1,1,
187,2.565986000,0.010019000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,73,5,4,,,00:54
188,2.566349000,0.000363000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,74,6,4,1,1,
189,2.575698000,0.009349000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,74,5,4,,,00:54
190,2.576068000,0.000370000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,75,6,4,3,1,
191,2.585789000,0.009721000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,75,5,4,,,14:c8
192,2.586179000,0.000390000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,76,6,4,0,1,
193,2.595791000,0.009612000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,76,5,4,,,00:70
194,2.596154000,0.000363000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,77,6,4,0,1,
195,2.605803000,0.009649000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,77,5,4,,,00:70
196,2.606169000,0.000366000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,78,6,4,0,1,
197,2.615762000,0.009593000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,78,5,4,,,00:70
198,2.616119000,0.000357000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,79,6,4,1,1,
199,2.625754000,0.009635000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,79,5,4,,,00:54
200,2.626113000,0.000359000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,80,6,4,1,1,
201,2.635693000,0.009580000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,80,5,4,,,00:54
202,2.636048000,0.000355000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,81,6,4,1,1,
203,2.646022000,0.009974000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,81,5,4,,,00:54
204,2.646392000,0.000370000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,82,6,4,1,1,
205,2.655711000,0.009319000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,82,5,4,,,00:54
206,2.656067000,0.000356000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,83,6,4,1,1,
207,2.666052000,0.009985000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,83,5,4,,,00:54
208,2.666429000,0.000377000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,84,6,4,1,1,
209,2.675707000,0.009278000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,84,5,4,,,00:54
210,2.833501000,0.157794000,60,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,,1202,502,,,,,,,
211,3.003961000,0.170460000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,85,6,4,2,1,
212,3.014103000,0.010142000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,85,5,4,,,13:ab
213,3.014440000,0.000337000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,86,6,4,0,1,
214,3.025681000,0.011241000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,86,5,4,,,00:70
215,3.028167000,0.002486000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,87,6,4,0,1,
216,3.036012000,0.007845000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,87,5,4,,,00:70
217,3.036310000,0.000298000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,88,6,4,0,1,
218,3.045762000,0.009452000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,88,5,4,,,00:70
219,3.046057000,0.000295000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,89,6,4,0,1,
220,3.055754000,0.009697000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,89,5,4,,,00:70
221,3.056061000,0.000307000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,90,6,4,1,1,
222,3.065759000,0.009698000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,90,5,4,,,00:54
223,3.066115000,0.000356000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,91,6,4,1,1,
224,3.075779000,0.009664000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,91,5,4,,,00:54
225,3.076138000,0.000359000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,92,6,4,3,1,
226,3.085747000,0.009609000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,92,5,4,,,14:bd
227,3.086129000,0.000382000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,93,6,4,0,1,
228,3.096045000,0.009916000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,93,5,4,,,00:70
229,3.096404000,0.000359000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,94,6,4,0,1,
230,3.105748000,0.009344000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,94,5,4,,,00:70
231,3.106107000,0.000359000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,95,6,4,0,1,
232,3.116008000,0.009901000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,95,5,4,,,00:70
233,3.116233000,0.000225000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,96,6,4,1,1,
234,3.125738000,0.009505000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,96,5,4,,,00:54
235,3.126066000,0.000328000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,97,6,4,1,1,
236,3.135730000,0.009664000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,97,5,4,,,00:54
237,3.136088000,0.000358000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,98,6,4,1,1,
238,3.145756000,0.009668000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,98,5,4,,,00:54
239,3.146108000,0.000352000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,99,6,4,1,1,
240,3.155742000,0.009634000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,99,5,4,,,00:54
241,3.156099000,0.000357000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,100,6,4,1,1,
242,3.165758000,0.009659000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,100,5,4,,,00:54
243,3.166107000,0.000349000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,101,6,4,1,1,
244,3.176002000,0.009895000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,101,5,4,,,00:54
245,3.334733000,0.158731000,60,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,,1202,502,,,,,,,
246,3.504426000,0.169693000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,102,6,4,2,1,
247,3.514184000,0.009758000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,102,5,4,,,13:ab
248,3.514618000,0.000434000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,103,6,4,0,1,
249,3.524799000,0.010181000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,103,5,4,,,00:70
250,3.525106000,0.000307000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,104,6,4,0,1,
251,3.534490000,0.009384000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,104,5,4,,,00:70
252,3.536041000,0.001551000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,105,6,4,0,1,
253,3.544132000,0.008091000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,105,5,4,,,00:70
254,3.544553000,0.000421000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,106,6,4,0,1,
255,3.555983000,0.011430000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,106,5,4,,,00:70
256,3.556334000,0.000351000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,107,6,4,1,1,
257,3.565688000,0.009354000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,107,5,4,,,00:54
258,3.565945000,0.000257000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,108,6,4,1,1,
259,3.575784000,0.009839000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,108,5,4,,,00:54
260,3.576065000,0.000281000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,109,6,4,3,1,
261,3.585785000,0.009720000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,109,5,4,,,14:b1
262,3.586152000,0.000367000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,110,6,4,0,1,
263,3.595735000,0.009583000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,110,5,4,,,00:70
264,3.596045000,0.000310000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,111,6,4,0,1,
265,3.605778000,0.009733000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,111,5,4,,,00:70
266,3.606025000,0.000247000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,112,6,4,0,1,
267,3.616053000,0.010028000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,112,5,4,,,00:70
268,3.616396000,0.000343000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,113,6,4,1,1,
269,3.625687000,0.009291000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,113,5,4,,,00:54
270,3.625958000,0.000271000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,114,6,4,1,1,
271,3.635774000,0.009816000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,114,5,4,,,00:54
272,3.636080000,0.000306000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,115,6,4,1,1,
273,3.645770000,0.009690000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,115,5,4,,,00:54
274,3.646129000,0.000359000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,116,6,4,1,1,
275,3.655767000,0.009638000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,116,5,4,,,00:54
276,3.656061000,0.000294000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,117,6,4,1,1,
277,3.665756000,0.009695000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,117,5,4,,,00:54
278,3.666112000,0.000356000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,118,6,4,1,1,
279,3.676077000,0.009965000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,118,5,4,,,00:54
280,3.835075000,0.158998000,60,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,,1202,502,,,,,,,
281,4.005777000,0.170702000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,119,6,4,2,1,
282,4.016073000,0.010296000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,119,5,4,,,13:ab
283,4.016452000,0.000379000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,120,6,4,0,1,
284,4.025739000,0.009287000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,120,5,4,,,00:70
285,4.026871000,0.001132000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,121,6,4,0,1,
286,4.035728000,0.008857000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,121,5,4,,,00:70
287,4.036029000,0.000301000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,122,6,4,0,1,
288,4.045759000,0.009730000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,122,5,4,,,00:70
289,4.046058000,0.000299000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,123,6,4,0,1,
290,4.056079000,0.010021000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,123,5,4,,,00:70
291,4.056382000,0.000303000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,124,6,4,1,1,
292,4.065732000,0.009350000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,124,5,4,,,00:54
293,4.066085000,0.000353000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,125,6,4,1,1,
294,4.076051000,0.009966000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,125,5,4,,,00:54
295,4.076404000,0.000353000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,126,6,4,3,1,
296,4.085720000,0.009316000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,126,5,4,,,14:ac
297,4.086111000,0.000391000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,127,6,4,0,1,
298,4.095960000,0.009849000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,127,5,4,,,00:70
299,4.096413000,0.000453000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,128,6,4,0,1,
300,4.105761000,0.009348000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,128,5,4,,,00:70
301,4.106116000,0.000355000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,129,6,4,0,1,
302,4.115740000,0.009624000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,129,5,4,,,00:70
303,4.116109000,0.000369000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,130,6,4,1,1,
304,4.125773000,0.009664000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,130,5,4,,,00:54
305,4.126021000,0.000248000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,131,6,4,1,1,
306,4.136031000,0.010010000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,131,5,4,,,00:50
307,4.136975000,0.000944000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,132,6,4,1,1,
308,4.145681000,0.008706000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,132,5,4,,,00:50
309,4.146078000,0.000397000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,133,6,4,1,1,
310,4.155984000,0.009906000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,133,5,4,,,00:50
311,4.156336000,0.000352000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,134,6,4,1,1,
312,4.165751000,0.009415000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,134,5,4,,,00:50
313,4.166099000,0.000348000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,135,6,4,1,1,
314,4.175765000,0.009666000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,135,5,4,,,00:50
315,4.335552000,0.159787000,60,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,,1202,502,,,,,,,
316,4.505823000,0.170271000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,136,6,4,2,1,
317,4.514866000,0.009043000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,136,5,4,,,13:ab
318,4.515270000,0.000404000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,137,6,4,0,1,
319,4.524217000,0.008947000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,137,5,4,,,00:70
320,4.524569000,0.000352000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,138,6,4,0,1,
